CODIGO;DESCRICAO
005791;GLYCON XPE FR 100ML
002428;CERUMIN SOL FR 8ML
003835;DILTIN SOL GTS FR 20ML
005796;GLYVENOL 200MG CX 40 DRG
012707;DILTIZEM 120MG CX 20 COMP
013183;DILTIZEM AP 90MG CX 20 COMP
005802;GONOL FR 6G
002430;CESSATOSSE FR 150 ML
005810;GOTAS NICAN SOL GTS FR 30ML
002431;CESSAVERM CX 6 COMP
005813;GRAMCILINA 500MG FR 8 CAP
002432;CESSAVERM SUS FR 30ML
003846;DIMETROSE 2,5MG CX 8 CAP
002433;CESTOX 150MG CX 12 COMP
005815;GRAMCILINA 1G INJ CX 1FA+DIL X 3ML
004916;BARBITRON 100MG CX 20 COMP
005822;GRANULOKINE 30 MIO CX 5 FA X 1ML
003869;DINILL OCULUM SOL OFT OCUL FR 10ML
002435;CETIVA AE SOL ORAL FR 30ML
002476;CETONAX CX 10 COMP
002478;CETONAX CREME BG 30G
002480;CETONIL CX 10 COMP
003896;TERMOPRIM SOL FR 10ML
003897;TERMOPRIM XPE FR 100ML
002492;CETOZOL 200MG CX 20 COMP
002491;CETOZOL CREME BG 20G
005836;GRIPOL CX 20 DRG COMPOSTO
005833;GRIPOL DISPLAY 25 BL X 10 DRG
005835;GRIPOL LIQ FR 60ML
005837;GRIPOMATINE CX 20 COMP
002533;CIBALENA A 200+150+50MG 48BL X 4 COMP
002537;CICATRENE POM BG 20G
002538;CICATRIZAN CREME BG 20G
002539;CICLADOL CX 5 COMP
002540;CICLADOL CX 10 COMP
002542;CICLADOL CX 5 SUP
002550;CICLOPLEGICO SOL FR 5ML
002551;CICLOPRIMOGYNA CX 21 DRG
002557;CICLOVULAR SOL INJ CX 1AMP
002558;CICLOVULON CX 21 COMP
002589;CILOXAN SOL OFT FR 5ML
002604;CIMETIDAN 200MG CX 20 COMP
002634;CINAGERON 25MG CX 30 COMP
002635;CINAGERON 75MG FR 30 COMP
002652;CINTILAN CX 60 CAP EST
002654;CINTILAN SOL INJ CX 12 AMP X 5ML
002653;CINTILAN SOL PED FR 120ML
004943;FERROCOMPLEX FR 100ML
004947;FERROPLEX LIQ FR 100ML
004949;FERROTONICO CX 30 DRG
014890;TECNOPLATIN 10MG INJ CX 1FA+DIL
014891;TECNOPLATIN 50MG INJ CX 1FA+DIL
004950;FERROTRAT CX 20 DRG
002726;CISTICID 500MG CX 50 COMP
004498;ERGOMEMOR CX 20 DRG
004499;ERGOMEMOR CX 60 DRG
004960;FIBRASE POM BG 10G
004503;ERGOTRATE 0,2MG CX 100 COMP EM
004502;ERGOTRATE 0,2MG CX 12 COMP
004961;FIBRASE POM BG 30G
004501;ERGOTRATE 0,2MG CX 100AMP X 1ML EM
004510;ERITOS XPE ADU 150ML
003925;DIP-IMA FR GT 10ML
004978;FILMCEL 0,5% SOL OFT COL FR 10ML
002739;CITOSTAL 10MG FR 5 CAP
002740;CITOSTAL 40MG FR 5 CAP
004979;FILOGARGAN CX 12 PAST
002749;CITROSODINE FR 100 COMP
002750;CITROSODINE GRAN FR 45 G
003924;DIP-IMA CX 200 COMP
002752;CITROVIT 1G GRAN 48 ENV X 12G
002751;CITROVIT 1G GRAN 6 ENV X 12G
002753;CITROVIT 2G GRAN 6 ENV X 12G
002754;CITROVIT 2G GRAN 48 ENV X 12G
004988;FINIGAS 40MG CX 20 COMP
004990;FINIGAS SUS GTS FR 10ML
004989;FINIGAS SOL GTS CX 25 FR
014709;ERITROBEN SUS FR 60ML
002756;CLAFORAN 250MG INJ CX 1FA+DIL X 4ML
002755;CLAFORAN 250MG INJ CX 1FA+DIL X 2ML
002759;CLARIL SOL FR 15ML
002764;CLARITIN XPE FR 100ML
002763;CLARITIN 10MG CX 12 COMP
002766;CLARITIN D CX 12 DRG
002779;CLARVISOL SOL OCULUM FR 15ML+1COMP
002780;CLAUDEMOR POM BG 20G
002781;CLAUDEMOR CX 5 SUP X2G
004556;NEO ERITROMICIN 125MG SOL FR 60ML
004554;NEO ERITROMICIN 250MG CX 12 COMP
004557;NEO ERITROMICIN 250MG SOL FR 60ML
002803;CLENIL NASAL SPRAY TB 15ML
005006;FLAGYL 250MG CX 20 COMP
005007;FLAGYL 400MG CX 24 COMP
003967;TERMOPIRONA SOL GTS FR 10ML
005012;FLAMADENE 20MG FR 15 CAP
002855;CLOMID CX 10 COMP
004586;ESCABIN LO�AO FR 100ML
003969;TERMOPIRONA 1G INJ CX 50 AMP X 2ML
005876;GUTTALAX SOL ORAL FR 20ML
005020;FLAMOSTAT FR 10ML
004595;ESCLEROVITAN CX 30 DRG
005019;FLAMOSTAT CX 12 CAP
005881;GYNERA CX 21 DRG
004596;ESCLEROVITAN PLUS TB 30 CAP
002869;CLORANFENICOL SOL OFT COL FR 10ML
005885;GYNO-DAKTARIN BG 80G
002893;NEO FENICOL 250MG CX 100 DRG
005887;GYNO-FUNGIX CREME BG 30G+5APLIC
009798;QUINOFLOX 500MG CX 6 COMP
004605;ESPASMODID COMPOSTO CX 20 DRG
004606;ESPASMODID COMPOSTO SOL GTS FR 10ML
014723;FLEBOCORTID 50MG INJ CX 50 FA X 2ML
005883;GYNO-IRUXOL POM GIN BG 30G+6 APLIC
005028;FLEBOCORTID 100MG INJ CX 50 FA X 5ML
005031;FLEET ENEMA TUBO 130ML
005037;FLEXDOR CX 8 COMP
002917;CLOTASSIO LIQ FR 100ML
005038;FLEXDOR CX 100 COMP
005039;FLEXDOR SOL GTS FR 10ML
002920;CLORETO DE POTASSIO 600+400MG CX 20 COMP EFV
004620;ESPERSON 2,5MG POM DERM BG 20G
004621;ESPERSON N POM DERM BG 20G
004629;ESSEN CX 16 CAP
004637;ESTANDRON P SOL INJ 1AMP X 1ML
005899;HALDOL 1MG CX 20 COMP
005902;HALDOL 2MG FR 20ML
005900;HALDOL 5MG CX 20 COMP
005912;HALOG 0,1% CAPILAR FR 30ML
005079;FLORATE SOL OFT 5ML
004641;ESTOMAGEL SOL FR 150ML
014711;ESTOMAZIL GRAN EFV 50 ENV X 5G SB ABACAXI
003979;DIPRIVAN SOL INJ CX 5 AMP X 20ML
005096;FLOXACIN 400MG FR 14 COMP
005911;HALOG 0,1% CREME BG 30G
005099;FLOXINOL 400MG FR 14 COMP
005103;FLOXSTAT CX 20 COMP
005112;FLUCONAL 150MG CX 1CAP
003984;DIPROGENTA CREME BG 30G+E20
003985;DIPROGENTA POM BG 30G
003010;CLUSIVOL FR 20 COMP
003015;CO-RENITEC 20+12,5MG CX 30 COMP
003016;COBACTIN 4MG CX 16 COMP
003017;COBACTIN XPE FR 120ML SB CEREJA
003018;COBACTIN XPE FR 120ML SB MORANGO
005126;FLUDILAT 100MG CX 24 COMP
003019;COBAGLOBAL CX 16 COMP
005125;FLUDILAT 200MG CX 24 COMP
003022;COBAVITAL CX 16 COMP
003023;COBAVITAL XPE FR 100ML
005127;FLUIBRON SOL GTS FR 50ML
005128;FLUIBRON XPE ADU FR 100ML
003986;DIPROSALIC POM BG 30G
005129;FLUIBRON XPE PED FR 100ML
005133;FLUIMUCIL 10% SOL INJ 5AMP X 3ML
005930;HEBRIN FR 30ML
003987;DIPROSALIC SOL FR 30ML
005137;FLUIMUCIL SOL NAS GTS FR 12ML
003988;DIPROSONE LOCAO FR 30ML
003042;COLACHOFRA SOL FR 120ML
003989;DIPROSONE CREME BG 30G
003990;DIPROSONE POM BG 30G
005945;HELMIBEN SUS INF FR 30ML
004695;EUCIL INJ CX 100 AMP X 2ML
004689;EUCIL 10MG CX 20 COMP
004694;EUCIL INJ CX 3 AMP X 2ML
004697;EUCIL SOL GTS ADU FR 10ML
004696;EUCIL SOL ORAL PED FR 10ML
004692;EUCIL 10MG ADU CX 5 SUP
013178;COLIRIO BLUMEN SOL FR 20ML
003991;DIPROSPAN INJ 1AMP X1ML
004691;EUCIL 5MG PED CX 5 SUP
004693;EUCIL XPE FR 120ML
005152;FLUMEX 0,1% SOL FR 10ML
014814;NEO FENICOL 4MG SOL FR 8ML
005153;FLUMEX 0,25% SOL FR 5ML
005154;FLUMEX N SOL FR 10ML
003064;COLIRIO LEGRAND GTS FR 20ML
003065;COLIRIO MOURA BRASIL SOL OFT FR 20ML
004703;EUFOR 20MG CX 14 COMP
004704;EUFOR 20MG CX 28 COMP
017651;HELMIZIL 100MG CX 6 COMP
004709;EULEXIN 250MG CX 20 COMP
017653;HELMIZIL 20MG SOL ORAL FR 30ML
005956;HEMATIASE B-12 FR 150ML
003087;COLTRAX 2MG INJ CX 3AMP X 2ML
005959;HEMOFER FR 30 CAP
005960;HEMOFARB LIQ FR 150ML
003089;COLUTOIDE SOL FR 20ML
003096;COMBIRON SOL ORAL FR 120ML
003111;COMPLEVITAN FR 30 DRG
003113;COMPLEVITAN LIQ FR 100ML
005165;FLUO-VASO OCULUM SOL OFT COL FR 5ML
005974;HEPALIN CX 12 FLAC X 10ML
005975;HEPALIN CX 48 FLAC X 10ML
004718;EUPRESSIN 5MG CX 30 COMP
014588;BEVIT CX 60 DRG
014589;BEVIT CX 20 DRG
004719;EUPRESSIN 10MG CX 30 COMP
014590;BEVIT XPE FR 100ML
003144;BELUP CX 20 DRG
005170;FLUORESCEINA SOL OFT OCUL FR 3ML
003145;BELUP XPE FR 100ML
004722;EUPRESSIN H 20+12,5MG CX 30 COMP
004005;DISPNEITRAT FR GT 18ML
004731;EVANOR CX 21 COMP
005182;FLUOTHANE SOL FR 100ML
004730;EVANOR CX 63 COMP
003151;NEOPLEX B CX 20 DRG
005183;FLUOTHANE SOL FR 250ML
003152;NEOPLEX B SOL GTS FR 20ML
004006;DISPNEITRAT XP FR 180ML
003153;NEOPLEX B INJ CX 50 AMP X 2ML
005204;FLUVERT 10MG CX 30 COMP
003160;COMPLEXO B FR 100 DRG
004748;EXELMIN SUS ORAL FR 30ML
004755;EXIT CX 20 COMP
004756;EXIT SOL ORAL GTS FR 30ML
014581;BECEVIT CX 20 DRG
003169;NEOPLEX B+C CX 20 DRG
004761;EXPECTIL XPE FR 100ML
004019;DIUREZIN 25MG CX 20 COMP
004764;EXPECTOCILIN 500MG ADU SOL INJ CX FA
005988;HEPATOCLER SOL ORAL CX 12 FLAC
004763;EXPECTOCILIN 250MG PED SOL INJ CX FA
004022;DIURISA CX 20 COMP
004031;DIVIDOL 70MG CX 12 CAP
003190;HAEMATE-P 250/25UI INJ CX 1FA+DIL X10ML
005987;HEPATOCLER SOL ORAL CX 4 FLAC
003194;CONIDRIN SOL NAS LACT FR 10ML
003200;CONTILEN CX 12 CAP
005214;FOL SANG B 12 SOL INJ CX 10 AMP X 2ML
003201;CONTILEN CX 120 CAP
003202;CONTRATHIOM 200MG INJ CX 5 FA
005990;HEPATOGENOL FR 20 DRG
005992;HEPATOGENOL SOL FR 100ML
005219;FOLDAN POM BG 45G
014757;HEPATOPLEX SOL ORAL FR 100ML
003210;CORCICLEN POM OCUL BG 3,5G
005228;FONERGIN SPRAY FR 15ML
005227;FONERGIN CX 12 PAST
003225;CORGARD 40MG CX 30 COMP
003226;CORGARD 80MG CX 20 COMP
003228;CORISTINA R CX 12 CAP
006211;IBERIN FOLICO 500 GRAD 30 COMP
006213;IBEROL 500 SOL ORAL FR 120ML
004035;DOBIRON FR 30 DRG
014920;UNIPROFEN 600MG CX 20 COMP
005245;FORTAZ 1G SOL INJ FR 10ML
006001;HEPAVITOSE ELIXIR FR 160ML
005247;FORTEN SIL CX 10 FR X 10ML
003252;COSMEGEN 0,5MG INJ FA+DIL
006231;IGUASSINA 50MG CX 20 COMP
004045;DOGMATIL 200MG CX 20 COMP
004044;DOGMATIL 50MG CX 20 CAP
005250;FORTPLEX CX 60 DRG
006233;ILOBAN TB 20 CAP MICROG
003279;CROMOLERG 2% SOL OCUL FR 5ML
004046;DOGMATIL GTS PED FR 30ML
003280;CROMOLERG 4% SOL OCULUM FR 5ML
004050;DOLANTINA 50MG INJ 5BL X 5AMP X 2ML
006013;HERPESINE 10MG SOL INJ CX 1FA 10ML
003283;CRONOBE 5000MCG INJ CX 2AMP
003284;CRONOGERON 25MG CX 30 COMP
003285;CRONOGERON 75MG CX 30 COMP
003286;CRONOMET 50+200MG CX 20 COMP
004053;DOLOXENE A CX 20 CAP
006016;HEXAFEN SHAMPOO FR X 100ML
003291;CUPRIMINE 250MG FR 50 CAP
006015;HEXAFEN LO�AO FR X 100ML
003294;CUTISANOL GEL TB 100G
003295;CUTISANOL PO TB 150G
004056;DONNAGEL CREME BG 45G
003309;CYSTEX FR 24 DRG
006574;JUMEXIL 5MG CX 20 COMP
006040;HIDRION 40+100MG CX 20 COMP
006593;KALYAMON B-12 SUS FR 250ML
006048;HIDROCLOROZIL 50MG CX 20 COMP
006049;HIDROCLOROZIL 50MG CX 200 COMP
006599;KAOMAGMA SUS ORAL FR 120ML
006052;NEO HIDROCLOR 50MG CX 20 COMP
006057;HIDROCORTE CREME BG 20G
006622;KEFLEX 100MG GTS FR 15ML
006620;KEFLEX 250MG LIQ 100ML
006060;HIDRONEO POM BG 15G
006616;KEFLEX 500MG CX 8 DRG
006617;KEFLEX 500MG CX 40DRG
006619;KEFLEX 1G CX 40 DRG EM
006618;KEFLEX 1G CX 8 DRG
006068;ALUDROXIL 300MG CX 24 COMP
001280;AZIRAM SUS FR 150ML
013751;KI-EXPECTORANTE FR 100ML
006641;KIATRIUM 10MG CX 20 COMP
006639;KIATRIUM 5MG CX 20 COMP
006078;HIGROTON 25MG CX 42 COMP
006080;HIGROTON 50MG CX 28 COMP
006093;HIPOCATRIL 12,5 MG CX 15 COMP
006655;KITNOS 500MG CX 6 COMP
006656;KITNOS SUS FR 100ML
006095;HIPOCATRIL 25MG CX 15 COMP
006673;KLIZIN FR 100ML
006681;KOLA FOSFATADA SOEL FR 150 ML
006097;HIPOCATRIL 50MG CX 15 COMP
006684;KOLANTYL CX 120 COMP EM
006685;KOLANTYL GEL 200ML
006260;IMOSEC CX 12 COMP
006687;KOLANTYL DMP FR 200ML
006696;KRAFTOL SOL 150ML
006261;IMOSEC DISPENDER 50BL X 4 COMP
006102;HIPODEX POM BG 20G
006105;HIPOGLOS POM BG MET 45G
006716;LACRIL 1,4% SOL FR 15ML
005297;FRENOTOSSE XPE FR 100ML
006718;LACRIMA PLUS SOL FR 15ML
006106;HIPOSAN POM DERM BG 40G
006719;LACTO-PURGA CX 100 COMP
006114;HIRUDOID 300MG GEL BG 40G
006720;LACTO-VAGIN SOL GIN FR 150ML
005308;FRIXOPEL CREME BG 25G
006740;LAMICTAL 50MG CX 30 COMP
006741;LAMICTAL 100MG CX 30 COMP
006301;INDOCID 100MG CX 10 SUP
005309;FRONTAL 0,25MG CX 20 COMP
005310;FRONTAL 0,5MG CX 20 COMP
006752;LANEXAT 0,5MG CX 5 AMP X 5ML
005311;FRONTAL 1MG CX 20 COMP
006117;HIRUDOID 500MG POM BG 40G
006115;HIRUDOID 500MG GEL BG 40G
006755;LANOXIN 0,25MG CX 40 COMP
005319;FRUCTOGENASE INJ CX 100 AMP X 10ML
006758;LANVIS 40MG CX 25 COMP
006763;LARINGEX CX 20 PAST
005317;FRUCTOGENASE INJ CX 50 AMP X 20ML
006318;INFECTRIN SUS ORAL PED FR 50ML
006316;INFECTRIN 400MG CX 20 COMP
006768;LASILACTONA 100+20MG CX 30 CAP
006319;INFECTRIN F 800MG CX 10 COMP
004091;DORICAL SUS FR 120ML
006770;LASIX LONG 60MG CX 30 CAP
006317;INFECTRIN SUS PED FR 120ML
006771;LASIX 40MG CX 20 COMP
006769;LASIX 10MG INJ CX 5AMP X 2ML
004090;DORICAL FR 50 COMP
006774;LAVOLHO SOL OFT FR 15ML
004092;DORICIN 30 STP X 4 COMP
006776;LAXARINE GELEIA POTE 100G
006323;INFLADOREN 100MG CX 10 COMP
004093;DORICIN SOL OR FR 10ML
006327;INFLAMENE 20MG CX 8 CAP
006328;INFLAMENE 20MG CX 15 CAP
006331;INFLAMENE CX 10 SUP
006330;INFLAMENE SOL GTS 10ML
006822;LEPONEX 25MG CX 20 COMP
006823;LEPONEX 100MG CX 30 COMP
006824;LERIN SOL FR 24ML
004101;DORIFLAN CX 10 DRG
005333;FULCIN CX 20 COMP
004104;DORIL CX 100 COMP
006340;INFLAREN 50MG CX 20 COMP
006839;LEUCOGEN XPE FR 120ML
006341;INFLAREN 50MG CX 5 SUP
004106;DORILAX CX 12 COMP
005339;FUNGIZON 50MG INFU CX 1FA
006130;HISTAMIN CX 20 COMP
005342;FUNGOL SOL TOP FR 30ML
006131;HISTAMIN LIQ FR 100ML
006362;INIBINA 10MG CX 20 COMP
005343;FUNGORAL 200MG CX 10 COMP
006360;INIBINA 10MG CX 5 AMP
005345;FUNGORAL 200MG CX 30 COMP
006361;INIBINA 10MG CX 25 AMP
005346;FUNGORAL 2% CREME BG 20G
005347;FUNGORAL 2% SHAMP FR 100ML
006372;INSULINA HUMANA BIOHULIN LENTA 100UI INJ FR 10ML
006370;INSULINA HUMANA BIOHULIN NPH 100UI INJ FR 10ML
005348;FURACIN POM BG 30G
006374;INSULINA HUMANA BIOHULIN REG 100UI INJ FR 10ML
005349;FURACIN SOL FR 30ML
006409;INSULINA HUMANA NOVOLIN L 100UI FR 10ML
006413;INSULINA HUMANA NOVOLIN R 100UI FR 10ML
006410;INSULINA HUMANA NOVOLIN N 100UI FR 10ML
005361;FUROZIX CX 20 COMP
006402;INSULINA HUMANA NOVOLIN 70/30 100UI FR 10ML
008337;NORDITROPIN 4UI
008338;NORDITROPIN 12UI
004126;DORMONID 15MG CX 20 COMP
005378;FUROSEMIDE COMPOSTO CX 20 COMP
006875;LEVOCARB FR 30 COMP
014972;FUROSEM 40MG CX 20 COMP
006150;HUMATROPE 4UI INJ CX 1FA+DIL X 2ML
006151;HUMECTOL D CX 20 DRG
005382;FYMNAL 1,5+200MG CX 20 COMP
006884;LEXOTAN 3MG CX 20 COMP
006886;LEXOTAN 6MG CX 20 COMP
006395;HUMULIN L 1FA 10ML
006893;LICOR DE CACAU SOL FR 100ML
006154;HYALOZIMA 2000 UTR CX 3 DOS
006155;HYALOZIMA 20000 UTR CX 3 DOS
006906;LIDOSPORIN SOL OTOL FR 10ML
006153;HYALOZIMA CREME POTE 30G
004151;DOXAL CX 20 DRG
006158;HYDERGINE 0,3MG INJ CX 50 AMP X 1ML
006439;INTAL 20MG CX 30 CAP PO INAL
006159;HYDERGINE 1MG SOL OR FR X 30ML
006914;LIMA C CX 12 PAST
006166;HYDREA 500MG FR 100 CAP
006917;LIMPELE CREME BG 35G
006918;LIMPELE EMULSAO FR 50ML
007168;MAGNESIA BISURADA CX 4BL X 10 PAST
014696;DOXOLEM 10MG INJ CX 1FA+DIL
014697;DOXOLEM 50MG INJ CX 1FA+DIL
006437;INTAL 5MG AER JATO DOS 15G=112 JATOS DOSIM
007174;MAGNOPYROL 300MG CX 5 SUP
006441;INTAL 4% SOL NAS FR 13ML+APLIC
007171;MAGNOPYROL 500MG CX 50 BL X 4 COMP EM
006438;INTAL 10MG SOL CX 24 AMP X 2ML
007172;MAGNOPYROL 500MG SOL ORAL GTS FR 10ML
004173;DOZBE 5000 CX 2 AMP
004174;DOZBE 5000 CX 25 AMP EM
004175;DOZBE 5000 FR 10 COMP
015843;NEO LINCO 600MG INJ CX 1AMP X 2ML
013484;LINCOPLAX 300MG INJ CX 1AMP X 1ML
013486;LINCOPLAX 600MG INJ CX 1AMP X 2ML
006963;LIORESAL 10MG CX 20 COMP
006964;LIPANON FR 30 CAP RET
006982;LIQUEMINE 5000UI CX 5FA X 5ML EM
006983;LIQUEMINE 5000UI SUBC 25 AMP
006990;LISADOR INJ CX 3 AMP X2ML
006991;LISADOR INJ CX 100 AMP X2ML EH
006985;LISADOR 500MG CX 12 COMP
006986;LISADOR 500MG CX 50 BL X 4 COMP EM
006988;LISADOR 750MG CX 5 SUP ADU
007911;NAAXIA SOL OFT COL FR 5ML
006992;LISAGLUCON 5MG CX 20 COMP
006994;LISAPRES 4MG CX 30 COMP
007913;NAETENE FR 30 CAP
023195;NALDECON CX 50BL X 4 COMP
006997;LISIN SORB SOL ORAL FR 60ML
023194;NALDECON CX 24 COMP
007008;LISOTREX FR 16 COMP
007009;LISOTREX SUS FR 60ML
007013;LIVIAL 2,5MG CX 28 COMP
007023;LOCORTEN 0,2+5MG CREME BG 15G
007024;LOCORTEN 0,2+5MG POM BG 15G
007025;LOCORTEN VIOFORMIO 0,2+30MG CREME BG 15G
007026;LOCORTEN VIOFORMIO 0,2+30MG POM BG 15G
007029;LOGAT 150MG CX 20 COMP
007027;LOGAT 50MG INJ CX 5AMP X 2ML
007030;LOGAT 300MG CX 8 COMP
007036;LOMIR 2,5MG CX 28 COMP
007037;LOMIR 5MG SRO CX 14 CAP
007038;LOMOTIL CX 10 COMP
007043;LONGACILIN 1200MUI CX 50 FA+DIL X 4ML
007928;NARCAN 0,4MG CX 10 AMP X 1ML
007042;LONGACILIN 600MUI CX 50 FA+DIL X 4ML
007048;LONGEVIT E CX 20 COMP
007049;LONGEVIT E CX 60 COMP
007052;LONITEN 10MG FR 30 COMP
007053;LOPID 600MG CX 24 COMP
007934;NARIDRIN SOL ADU FR 15ML
007058;LOPRESSOR 100MG CX 20 COMP
007933;NARIDRIN SOL INF FR 15ML
007063;LOPROX 10MG BG CREME DERM 20G
007081;LORAX 1MG CX 20 COMP
007936;NARISORO SOL GTS FR 30ML
007082;LORAX 2MG CX 20 COMP
007937;NARIX ADU FR 15ML
007087;LOSALEN 0,2+30MG POM BG 30G
007099;LOTENSIN 5MG FR 14 COMP
007102;LOTENSIN 10MG FR 14 COMP
007129;LUDIOMIL 25MG INJ 5AMP X 5ML
007131;LUDIOMIL 75MG CX 20 COMP
007130;LUDIOMIL 25MG CX 20 COMP
007132;LUFTAL CX 20 COMP
007143;LUPECTRIM CX 20 COMP
007145;LUPECTRIM SUS FR 100ML
007147;LUPRON 5MG CX 1FA X 2,8ML
007148;LUPRON DEPOT 3,75MG CX 1FA+DIL 2ML
007945;NASIVIN 0,5MG SOL NAS SPRAY 10ML
007944;NASIVIN 0,5MG SOL NAS GTS FR 10ML
007210;MALVONA CX 12 PAST
007213;MALVONA SOL FR 100ML
007212;MALVONA SOL FR 200ML
007224;MANSIL XPE FR 12ML
007223;MANSIL 250MG CX 6 CAP
007229;MANTIDAN CX 20 COMP
007231;MARACUGINA LIQUIDA FR 150ML
007236;MARAX XPE FR 120ML
007235;MARAX CX 20 COMP
007243;MARCOUMAR 3MG FR 25 COMP
007946;NASOGRIP CX 12 DRG
007251;MASSAGEOL BG 30G
007253;MATERGAM 300+200MCG CX 1AMP X 1,5ML
007254;MATERNA FR 30 COMP
007261;MAX-PAX 2MG CX 20 COMP
007266;MAXAQUIN 400MG CX 7 COMP
007270;MAXICROM 2% SOL OFT FR 5ML
007271;MAXICROM 4% SOL OFT FR 5ML
007273;MAXIDEX SOL OFT FR 5ML
007277;MAXITROL SUS OFT FR 5ML
007950;NASOPAN SOL TOP GTS FR 15ML
007298;NEO MEBEND CX 6 COMP
007299;NEO MEBEND 20MG SUS 30ML
007961;NATIVIT FLUOR FR 30 COMP
007323;MEBENIX CX 2 COMP
007324;MEBENIX SUS FR 10ML
007325;MEBRON CX 20 COMP
007962;NATIVIT FR 30 COMP
007330;PROGESAN 10MG CX 10 COMP
007963;NATRILIX 2,5MG CX 15 DRG
007964;NATRILIX 2,5MG CX 30 DRG
004190;DRENIFORMIO CREME DERM BG 30G
007971;NATUS GERIN CX 50 CAP
007342;MEGESTAT 160MG FR 30 COMP
004191;DRENISON CREME DERM BG 30G
004192;DRENISON POM DERM BG 30G
004193;DRENISON N CREME DERM BG 30G
004194;DRENISON N POM DERM BG 30G
004195;DRENISON OCLUSIVO CUR RL 200 X 7,5CM
007411;MELLERIL 50MG CX 20 DRG
007408;MELLERIL 200MG FR 20 COMP RET
007412;MELLERIL 100MG FR 20 DRG
013065;DRENOL CX 30 COMP
007421;MELPAZ SOL GTS FR 15ML
007426;MEMORIOGLUTAN CX 50 DRG
007429;MEMORIOL B6 200 CX 20 DRG
007434;MENOPAX CX 20 COMP
007986;NAXOGIN 500MG CX 8 COMP
004206;DUCTOPAN CX 20 COMP
004207;DUCTOPAN SOL GTS FR 15ML
004209;DULCOLAX CX 20 DRG
004210;DULCOLAX 10MG ADU CX 6 SUP
007475;MESMERIN 1MG CX 20 COMP
007476;MESMERIN 2MG CX 20 COMP
007987;NAXOGIN XPE GRAN 30G
004221;DUOVENT SOL AER BOCAL FR 15ML
007487;METHERGIN 0,2MG INJ 50 AMP X 1ML
007486;METHERGIN 0,125MG CX 12 DRG
007992;NAZOBIO SOL NAS GTS FR 15ML
013546;PASMODRON FR 15ML
004226;DURATESTON 250MG SOL INJ 1AMP
007495;METICORTEN 20MG CX 10 COMP
007494;METICORTEN 5MG CX 20 COMP
007528;TENSIOVAL 250MG CX 20 COMP
007529;TENSIOVAL 500MG CX 20 COMP
007536;METIOCOLIN B12 100MG CX 40 DRG
007538;METIOCOLIN COMPOSTO SOL ORAL 100 FLAC X 10ML EM
007537;METIOCOLIN COMPOSTO SOL ORAL CX 12 FLA X 10ML
007561;METOPRIN CX 12 COMP
014813;NAOX 5UI CX 50 AMP X 1ML
008517;OFLOX SOL FR 5ML
007999;NECAMIN CX 6 COMP
008000;NECAMIN SUS FR 30ML
007611;NEO METRODAZOL SUS FR 80ML
007617;METROVAL 4% SUS ORAL FR 100ML+COPO
007615;METROVAL 250MG FR 20 COMP
008001;NECRO B-6 CX 6 FLAC X 10ML
008524;OFTAZUL SOL TOP GTS FR 15ML
008003;NECROHEPAT CX 20 DRG
007648;MEXITIL 200MG CX 30 CAP
007647;MEXITIL 100MG CX 20 CAP
008534;OLCADIL 1MG CX 20 COMP
008535;OLCADIL 2MG CX 20 COMP
007672;MICOPLEX BG 45G
007681;MICOSTATIN 100MUI SUS ORAL FR 50ML
007682;MICOSTATIN 100MUI CREME VAG BG 60G
007679;MICOSTATIN 500MUI CX 16 DRG
008584;OLEO MINERAL SOL FR 100ML
015484;MICOSTYL CREME 45G
015485;MICOSTYL LO�AO CREMOSA FR 60ML
007688;MICOTIAZOL SOL FR 50ML
008600;OMCILON-A M CREME BG 30G
007698;MICRONOR CX 35 COMP
008664;ONCOVIN 1MG INJ CX 1FA+DIL
007701;MICROVLAR CX 21 DRG
007725;MINIDEX SOL OFT FR 5ML
007726;MINIDIAB 5MG CX 30 COMP
007728;MINIPRESS SR 1MG CX 15 CAP
007729;MINIPRESS SR 2MG CX 15 CAP
007730;MINIPRESS SR 4MG CX 15 CAP
007733;MINOMAX 100MG FR 30 COMP
007735;MINULET CX 21 DRG
007738;MIO-CITALGAN CX 20 COMP
007746;MIONEVRIX CX 20 COMP
007741;MIODARON CX 20 COMP
007752;MIRABEL SOL OFT FR 10ML
007763;MITOCIN 5MG INJ CX 1FA
014808;MISOSTOL 20MG INJ CX 1FA+DIL
007156;MM 20+3+3MG XPE EXP FR 120ML
007778;MOBILAT POM BG 40G
007776;MOBILAT GEL BG 40G
008700;ORAP 1MG CX 20 COMP
008701;ORAP 4MG CX 20 COMP
008702;ORASTINA 3UI INJ CX 5EST X10 AMP X1ML
007781;MOBILISIN COMPOSTO POM BG 40G
007783;MODERINE CX 20 COMP
008706;ORGANONEURO CEREBRAL FR 25 DRG
008017;NEO CEBETIL INJ CX 2 AMP A+B X 10ML
008707;ORGANONEURO OPTICO FR 20 DRG
007787;MODURETIC 50MG CX 30 COMP
008708;ORIMETEN 250MG CX 100 COMP
008711;ORMIGREIN CX 10 COMP
008714;ORNITARGIN CX 50 AMP X 10ML
008713;ORNITARGIN CX 3 AMP X 10ML
007793;MONOCLATE-P 250UI INJ CX 1FA+DIL 2,5ML
008716;ORNITARGIN CX 12 FLAC X 10ML
